MaxMakespan,MinMakespan,MinWorkload,MaxWorkload,MaxWCET,MinWCET,MedianWCET,NumNodes,MaxParallel,CriticalPath,AvgInDegree,AvgOutDegree,CoreNum,IsAnomaly,Par,Cri,WCRT,Advantage
257722,128860,285994,572000,99800,739,7573.000000,27,5,7,2,2,6,0,5,7,257722,0.000000
77148,38570,104391,208800,16075,216,3040.500000,42,9,7,3,3,3,999,8,7,104544,35.520000
104465,52232,139793,279600,51122,32,5941.500000,26,7,6,2,2,9,0,6,6,104465,0.000000
144425,72211,143993,288000,51789,406,3411.000000,37,6,9,2,2,8,0,5,9,144425,0.000000
103003,51498,112187,224400,22305,14,3245.000000,47,8,11,2,2,8,0,5,11,109229,6.050000
100369,50182,123092,246200,26466,98,4549.500000,42,8,10,2,2,9,0,5,10,100369,0.000000
179121,89559,224195,448400,69067,2752,18668.000000,20,6,5,2,2,9,0,6,5,179121,0.000000
188196,94096,282889,565800,54805,1414,9528.500000,44,8,8,3,3,4,999,7,8,245102,30.240000
199682,99838,282889,565800,50439,171,8282.000000,50,8,10,2,2,3,999,6,10,280607,40.530000
219868,109933,198997,398000,120694,217,14799.000000,17,7,5,1,1,9,0,5,5,219868,0.000000
116323,58157,187985,376000,19525,82,5204.500000,56,9,8,3,3,4,999,9,8,166972,43.550000
189554,94776,282893,565800,40833,1057,14245.000000,34,9,6,3,3,7,999,8,6,214993,13.430000
158287,79142,150293,300600,57580,95,6160.500000,26,7,6,2,2,7,0,6,6,163350,3.200000
103928,51962,133291,266600,46171,147,6802.000000,26,7,6,2,2,7,0,6,6,111827,7.610000
278577,139287,266995,534000,199214,1655,18533.000000,17,6,5,1,1,7,0,5,5,278577,0.000000
168825,84411,236693,473400,50792,2075,12288.000000,26,7,6,2,2,7,0,6,6,176254,4.410000
121197,60597,127192,254400,37762,403,2981.000000,27,8,6,2,2,8,0,5,7,121197,0.000000
160813,80404,164794,329600,82491,715,13263.000000,17,5,5,2,2,6,0,5,5,160813,0.000000
134144,67070,184392,368800,43622,465,11454.000000,26,6,6,2,2,8,0,6,6,134144,0.000000
113150,56573,147895,295800,44929,676,10041.500000,20,7,5,2,2,6,0,6,5,118744,4.950000
81712,40854,127191,254400,39993,312,7017.000000,26,9,5,2,2,9,0,8,5,82775,1.310000
73508,36751,102788,205600,20943,61,4358.500000,38,7,8,2,2,9,0,6,8,73508,0.000000
220433,110215,266592,533200,63581,266,12975.000000,27,5,6,2,2,8,0,5,7,220433,0.000000
74317,37157,102789,205600,22186,43,3263.500000,44,7,8,2,2,9,0,6,9,74317,0.000000
110740,55368,112191,224400,35749,104,3054.500000,42,7,9,2,2,8,0,5,10,110740,0.000000
202975,101485,268492,537000,96154,2049,23866.500000,22,7,6,2,2,9,0,5,6,202975,0.000000
204010,102003,285093,570200,88660,837,10614.000000,32,7,7,2,2,9,0,6,7,204010,0.000000
91123,45560,104390,208800,21612,67,4078.500000,38,6,8,2,2,4,999,6,8,114269,25.410000
78107,39052,100993,202000,22392,901,6872.500000,26,7,6,2,2,7,0,6,6,85454,9.410000
104403,52201,123096,246200,47143,75,12577.000000,17,5,5,1,1,6,0,5,5,114083,9.280000
103879,51938,134895,269800,32559,376,6979.000000,23,8,5,2,2,8,0,7,5,103879,0.000000
147938,73967,143994,288000,81431,347,9293.000000,17,6,5,1,1,6,0,5,5,147938,0.000000
107302,53650,114496,229000,34535,189,10454.000000,17,5,5,2,2,6,0,5,5,107302,0.000000
227720,113859,291094,582200,114110,671,15141.000000,23,8,5,2,2,8,0,7,5,250300,9.920000
240057,120026,282890,565800,71279,1099,7892.000000,37,9,7,3,3,7,999,7,7,262344,9.290000
215872,107934,240394,480800,116253,775,12565.000000,23,7,5,2,2,8,0,7,5,215872,0.000000
93747,46872,112194,224400,48926,445,8011.000000,23,8,5,2,2,8,0,7,5,93747,0.000000
212866,106431,284793,569600,83427,1501,15606.000000,23,7,5,2,2,8,0,7,5,212866,0.000000
131212,65605,182094,364200,47933,347,12641.000000,23,9,5,2,2,8,0,7,5,132671,1.120000
66185,33090,104392,208800,17545,118,4152.000000,37,7,7,2,2,7,0,7,7,88487,33.700000
86678,43339,120895,241800,48598,20,4250.000000,23,8,5,2,2,8,0,7,5,86678,0.000000
152226,76111,164786,329600,40065,42,3116.000000,56,9,11,3,3,9,0,6,11,153923,1.120000
170711,85354,174597,349200,50427,878,12643.000000,17,6,5,2,2,9,0,5,5,170711,0.000000
234557,117277,266996,534000,106072,1605,15501.000000,22,7,6,2,2,7,0,5,6,234557,0.000000
215465,107731,243194,486400,91417,709,9357.500000,26,7,6,2,2,7,0,6,6,215465,0.000000
138156,69076,184395,368800,53697,71,19581.000000,17,6,5,2,2,9,0,5,5,138156,0.000000
138567,69282,154296,308600,48137,320,17404.000000,17,6,5,2,2,9,0,5,5,138567,0.000000
125329,62662,147491,295000,45484,264,5554.000000,37,7,8,2,2,9,0,5,9,125329,0.000000
254490,127244,281695,563400,120356,5,16976.500000,22,6,6,2,2,8,0,5,6,254490,0.000000
166296,83145,182994,366000,65642,310,11966.000000,23,8,5,2,2,3,999,7,5,187498,12.750000
261662,130830,268796,537600,82610,703,19780.000000,17,6,5,1,1,7,0,5,5,261662,0.000000
105747,52871,157493,315000,33337,561,14264.500000,20,6,5,2,2,7,0,6,5,105747,0.000000
102503,51250,150292,300600,27041,64,6785.500000,38,7,8,2,2,8,0,6,8,102503,0.000000
234179,117088,282889,565800,91893,192,8652.500000,42,9,7,3,3,5,999,8,7,273500,16.800000
134487,67241,190993,382000,53529,53,11875.000000,23,8,5,2,2,9,0,7,5,134487,0.000000
228575,114286,268793,537600,62903,747,20776.000000,22,6,6,2,2,7,0,5,6,228575,0.000000
170546,85270,170591,341200,51634,188,6231.000000,37,7,9,2,2,3,999,5,9,202881,18.960000
140950,70474,282891,565800,50976,761,14755.000000,35,11,5,3,3,6,999,11,5,180028,27.730000
116620,58308,143990,288000,45528,65,4732.000000,42,7,9,2,2,9,0,5,10,116620,0.000000
230932,115464,284789,569600,38500,154,8013.000000,47,6,10,2,2,8,0,5,11,230932,0.000000
95416,47705,134886,269800,23633,22,2479.000000,65,8,11,3,3,9,0,7,11,95416,0.000000
167787,83891,199796,399600,47665,986,30222.000000,17,5,5,1,1,3,1,5,5,236430,40.920000
84291,42142,104388,208800,23866,27,2920.500000,44,8,8,2,2,3,999,6,9,108005,28.140000
103038,51517,147892,295800,38241,831,8893.000000,23,8,5,2,2,7,0,7,5,105546,2.440000
120099,60044,218178,436400,21584,14,3577.500000,90,11,10,4,4,4,999,11,10,174360,45.190000
187022,93510,226891,453800,67308,529,10000.000000,32,6,7,2,2,9,0,6,7,187022,0.000000
123004,61501,218189,436400,42803,245,4913.000000,57,11,7,4,4,8,999,11,7,147338,19.790000
104873,52435,180287,360600,27821,281,6966.000000,44,9,9,3,3,9,0,6,9,111220,6.060000
94959,47478,113496,227000,35513,1819,11134.000000,17,5,5,1,1,7,0,5,5,94959,0.000000
91655,45826,123089,246200,23094,29,3143.000000,56,7,11,2,2,9,0,6,11,91655,0.000000
131084,65540,180289,360600,36166,57,6521.500000,38,7,7,3,3,9,0,6,8,131084,0.000000
126694,63346,180293,360600,38696,153,8529.000000,32,7,8,2,2,8,0,5,8,126694,0.000000
132526,66261,187991,376000,45240,53,5573.000000,42,10,6,3,3,7,999,10,6,158298,19.450000
88678,44337,147889,295800,24350,95,5313.000000,50,8,10,3,3,8,0,6,10,88678,0.000000
138177,69086,184393,368800,87603,1376,6384.000000,27,5,7,2,2,9,0,5,7,138177,0.000000
170983,85490,266592,533200,57868,1406,14977.000000,26,9,5,2,2,9,0,8,5,182805,6.920000
252713,126355,281695,563400,116694,582,27810.000000,17,6,5,2,2,9,0,5,5,252713,0.000000
143777,71884,254084,508200,32034,238,6514.000000,58,8,10,3,3,9,0,7,10,167049,16.190000
130420,65203,187981,376000,24185,16,3780.000000,66,10,9,3,3,3,999,8,10,170784,30.950000
228639,114318,282391,564800,52451,9,10166.000000,37,6,9,2,2,9,0,5,9,228639,0.000000
151045,75522,190996,382000,52400,1442,13813.000000,22,7,6,1,1,8,0,5,6,151045,0.000000
202036,101015,291088,582200,55210,512,9230.000000,51,8,9,3,3,9,0,7,9,202036,0.000000
124299,62147,138091,276200,43328,210,5575.000000,27,5,7,2,2,8,0,5,7,124299,0.000000
113197,56598,164595,329200,63294,612,11653.000000,20,6,5,2,2,7,0,6,5,113197,0.000000
78967,39480,114489,229000,25123,57,3286.000000,37,7,9,2,2,8,0,5,9,90181,14.210000
84300,42147,104393,208800,18850,181,6258.500000,32,7,7,2,2,5,999,6,7,101583,20.510000
139958,69975,170590,341200,36003,280,5340.000000,38,8,8,2,2,3,999,6,8,183281,30.960000
67686,33842,116094,232200,26159,178,5627.500000,26,9,5,2,2,8,0,8,5,74885,10.640000
169565,84781,182994,366000,60339,313,7383.500000,26,7,6,2,2,4,999,6,6,194906,14.950000
91624,45810,150290,300600,23670,79,3708.500000,50,9,8,2,2,9,0,6,10,91624,0.000000
105829,52913,135693,271400,32935,124,5563.000000,32,8,7,2,2,8,0,6,7,118777,12.240000
94275,47134,102788,205600,18957,219,2877.000000,47,7,10,2,2,9,0,5,11,94275,0.000000
133480,66737,170588,341200,41013,149,6049.500000,38,10,6,3,3,9,0,9,6,135816,1.760000
250924,125460,284791,569600,52941,52,8568.000000,42,7,10,2,2,8,0,5,10,250924,0.000000
91788,45892,163580,327201,17063,99,4455.500000,66,8,10,3,3,9,0,8,10,107473,17.090000
