MaxMakespan,MinMakespan,MinWorkload,MaxWorkload,MaxWCET,MinWCET,MedianWCET,NumNodes,MaxParallel,CriticalPath,AvgInDegree,AvgOutDegree,CoreNum,IsAnomaly
197175,98587,218198,436400,148272,8392,8392.000000,26,7,6,2,2,9,0
243204,121600,218194,436400,200585,8392,8416.500000,26,7,6,2,2,8,0
189114,94556,218194,436400,80912,8392,8856.500000,26,6,5,2,2,7,0
215603,107800,187995,376000,132997,7230,7253.500000,26,6,6,2,2,9,0
173444,86721,187997,376000,60587,7230,7230.000000,26,7,5,2,2,7,0
301770,150884,282897,565800,223776,10880,10880.000000,26,7,6,2,2,9,0
102923,51459,104389,208800,50014,4015,4015.000000,26,7,6,2,2,9,0
230295,115147,187999,376000,194145,7230,7230.000000,26,7,6,2,2,8,0
238084,119041,282897,565800,143846,10880,10888.000000,26,7,6,2,2,8,0
182317,91156,170589,341200,149491,6561,6561.000000,26,8,6,2,2,9,0
333188,166593,282896,565800,240085,10880,10880.000000,26,7,6,2,2,7,0
91184,45590,104390,208800,63249,4015,4015.500000,26,7,6,2,2,8,0
117039,58518,104389,208800,65753,4015,4015.000000,26,9,6,2,2,7,0
174426,87211,170589,341200,96475,6561,6561.000000,26,8,5,2,2,8,0
191914,95955,170590,341200,118965,6561,6561.000000,26,7,6,2,2,7,0
109808,54903,163197,326400,70523,6276,6276.000000,26,7,6,2,2,8,0
193110,96554,163198,326400,120147,6276,6279.500000,26,7,6,2,2,7,0
163645,81821,193494,387000,125777,7442,7491.000000,26,7,6,2,2,8,0
170335,85167,193497,387000,140028,7442,7442.000000,26,7,5,2,2,7,0
182773,91385,182996,366000,102683,7038,7041.000000,26,7,6,2,2,8,0
167771,83884,205989,412000,75283,7923,7923.000000,26,6,5,2,2,8,0
350350,175173,291791,583600,233635,11223,11223.000000,26,7,6,2,2,8,0
197499,98749,199798,399600,143414,7684,7686.500000,26,7,6,2,2,8,0
311106,155551,254091,508200,249663,9773,9773.000000,26,7,6,2,2,8,0
151724,75861,147897,295800,106622,5688,5691.000000,26,7,6,2,2,8,0
136125,68061,116092,232200,100195,4465,4492.000000,26,7,6,2,2,8,0
170014,85006,194897,389800,129611,7496,7497.000000,26,7,6,2,2,8,0
189411,94704,163195,326400,114637,6276,6405.000000,26,6,6,2,2,9,0
186940,93469,193496,387000,157171,7442,7442.000000,26,8,5,2,2,9,0
350985,175491,289595,579200,281677,11138,11141.000000,26,7,6,2,2,8,0
217198,108598,182997,366000,174022,7038,7039.500000,26,8,6,2,2,9,0
234085,117041,205990,412000,160374,7923,7923.000000,26,7,6,2,2,9,0
357031,178515,291791,583600,195246,11223,11223.000000,26,7,6,2,2,9,0
275125,137561,286390,572800,219676,11015,11015.000000,26,8,6,2,2,8,0
350842,175420,285998,572000,295159,11000,11000.000000,26,6,6,2,2,8,0
292878,146437,254089,508200,243056,9773,9773.000000,26,6,6,2,2,8,0
233262,116629,199794,399600,104619,7684,7686.000000,26,7,6,2,2,9,0
295469,147733,254091,508200,228136,9773,9773.000000,26,7,6,2,2,9,0
117868,58932,147895,295800,73103,5688,5694.500000,26,7,6,2,2,9,0
125895,62946,116090,232200,77582,4465,4465.500000,26,6,6,2,2,9,0
169106,84553,194898,389800,75636,7496,7508.500000,26,7,6,2,2,9,0
229615,114807,289596,579200,166847,11138,11140.000000,26,7,6,2,2,9,0
324199,162097,286390,572800,182357,11015,11019.500000,26,7,6,2,2,9,0
340926,170462,285997,572000,266344,11000,11000.000000,26,7,5,2,2,9,0
229393,114694,254092,508200,142669,9773,9781.000000,26,7,6,2,2,9,0
134898,67448,111198,222400,102021,4276,4276.000000,26,6,6,2,2,9,0
121934,60966,111196,222400,86839,4276,4276.000000,26,8,6,2,2,8,0
137083,68540,150296,300600,107087,5780,5784.000000,26,7,6,2,2,8,0
138798,69398,133296,266600,101221,5126,5127.000000,26,6,6,2,2,8,0
277393,138694,236689,473400,215543,9103,9103.000000,26,6,6,2,2,8,0
117364,58681,100996,202000,91286,3884,3885.500000,26,7,6,2,2,8,0
226524,113260,243191,486400,171185,9353,9353.000000,26,7,6,2,2,8,0
113530,56764,119891,239800,86696,4611,4611.500000,26,6,6,2,2,8,0
116955,58476,110790,221600,71678,4261,4261.500000,26,7,6,2,2,8,0
217733,108864,191289,382600,149761,7357,7357.000000,26,8,6,2,2,8,0
148835,74417,150298,300600,89424,5780,5780.000000,26,7,6,2,2,9,0
120195,60097,133297,266600,92102,5126,5126.500000,26,6,6,2,2,9,0
269783,134889,283094,566200,131417,10888,11023.500000,26,6,6,2,2,8,0
237933,118964,236690,473400,191092,9103,9103.000000,26,6,6,2,2,9,0
180714,90354,147290,294600,145673,5665,5665.000000,26,6,6,2,2,8,0
91366,45682,100997,202000,61190,3884,3888.500000,26,6,6,2,2,9,0
193734,96866,186996,374000,109667,7192,7196.000000,26,7,6,2,2,8,0
210739,105367,243190,486400,155044,9353,9353.000000,26,8,6,2,2,9,0
347874,173936,295996,592000,176128,11384,11384.500000,26,7,6,2,2,8,0
147548,73772,119889,239800,87626,4611,4611.000000,26,6,6,2,2,9,0
171537,85768,139997,280000,125985,5384,5384.000000,26,6,6,2,2,8,0
103826,51911,110792,221600,60547,4261,4315.500000,26,7,6,2,2,9,0
164781,82388,135689,271400,86219,5219,5219.000000,26,7,6,2,2,8,0
228560,114278,191290,382600,116151,7357,7358.500000,26,7,6,2,2,9,0
178331,89165,149398,298800,84692,5746,5746.000000,26,7,6,2,2,8,0
176833,88414,144589,289200,114215,5561,5571.000000,26,7,6,2,2,8,0
272927,136462,283097,566200,191339,10888,10888.000000,26,6,6,2,2,9,0
133728,66863,157490,315000,72032,6057,6057.000000,26,8,5,2,2,8,0
195033,97515,164596,329200,145547,6330,6331.500000,26,7,5,2,2,8,0
125399,62698,147291,294600,55944,5665,5665.000000,26,8,6,2,2,9,0
154448,77223,186995,374000,67772,7192,7228.000000,26,7,5,2,2,9,0
279377,139687,295996,592000,116737,11384,11400.000000,26,7,5,2,2,9,0
101670,50834,139996,280000,68936,5384,5385.500000,26,6,6,2,2,9,0
111941,55970,134895,269800,50950,5188,5240.500000,26,7,6,2,2,8,0
210780,105389,291095,582200,101731,11196,11237.000000,26,6,6,2,2,8,0
133733,66865,135692,271400,67915,5219,5220.000000,26,7,5,2,2,9,0
287759,143878,240395,480800,216236,9246,9247.000000,26,8,6,2,2,8,0
100707,50353,149397,298800,65624,5746,5746.500000,26,7,6,2,2,9,0
134724,67360,112190,224400,73427,4315,4315.000000,26,8,6,2,2,8,0
176425,88211,144590,289200,137812,5561,5561.000000,26,7,6,2,2,9,0
308229,154112,284789,569600,218431,10953,10953.000000,26,8,6,2,2,8,0
191305,95650,157489,315000,109209,6057,6057.500000,26,10,6,2,2,9,0
138895,69446,164595,329200,64549,6330,6408.000000,26,8,6,2,2,9,0
161789,80893,182090,364200,67686,7003,7003.000000,26,8,6,2,2,8,0
120604,60300,120897,241800,90085,4650,4650.000000,26,7,6,2,2,8,0
153858,76928,134897,269800,118034,5188,5189.000000,26,8,6,2,2,9,0
224219,112108,196197,392400,77491,7546,7547.500000,26,8,6,2,2,8,0
158386,79192,291096,582200,99732,11196,11209.000000,26,7,5,2,2,9,0
213153,106576,186599,373200,91244,7176,7176.000000,26,8,5,2,2,8,0
187597,93797,240396,480800,80521,9246,9247.000000,26,8,5,2,2,9,0
180216,90107,164797,329600,80642,6338,6345.500000,26,9,6,2,2,8,0
133631,66813,112190,224400,94880,4315,4317.000000,26,7,6,2,2,9,0
139567,69782,123097,246200,109154,4734,4736.000000,26,7,6,2,2,8,0
294016,147006,284791,569600,144371,10953,10956.000000,26,6,6,2,2,9,0
142200,71099,143997,288000,79955,5538,5538.000000,26,8,6,2,2,8,0
187953,93975,182089,364200,148266,7003,7003.500000,26,6,6,2,2,9,0
125530,62763,114489,229000,97292,4403,4403.000000,26,7,6,2,2,8,0
223069,111532,193891,387800,166793,7457,7461.000000,26,7,6,2,2,8,0
122984,61491,120896,241800,74834,4650,4659.500000,26,7,6,2,2,9,0
78087,39042,102790,205600,42681,3953,3953.000000,26,8,5,2,2,8,0
221091,110545,196197,392400,103778,7546,7546.000000,26,7,5,2,2,9,0
214672,107335,186597,373200,131280,7176,7176.000000,26,7,5,2,2,9,0
201234,100616,164797,329600,153868,6338,6340.500000,26,7,6,2,2,9,0
147642,73819,180294,360600,91027,6934,6944.500000,26,7,6,2,2,8,0
102056,51028,123097,246200,83096,4734,4737.500000,26,7,5,2,2,9,0
309087,154542,268392,536800,167683,10323,10329.000000,26,7,6,2,2,8,0
140307,70152,143997,288000,76849,5538,5538.000000,26,7,6,2,2,9,0
126978,63487,114489,229000,67457,4403,4403.000000,26,6,6,2,2,9,0
211124,105561,180495,361000,175053,6942,6944.500000,26,7,6,2,2,8,0
161806,80902,210597,421200,119344,8100,8100.500000,26,8,6,2,2,8,0
197293,98645,193890,387800,101559,7457,7457.000000,26,7,6,2,2,9,0
201701,100850,179297,358600,118201,6896,6896.000000,26,6,6,2,2,8,0
82594,41296,102792,205600,47732,3953,3954.000000,26,8,6,2,2,9,0
236103,118049,235588,471200,190742,9061,9061.000000,26,6,6,2,2,8,0
153700,76849,180296,360600,86263,6934,6934.500000,26,8,6,2,2,9,0
230329,115163,210891,421800,99712,8111,8113.000000,26,6,6,2,2,8,0
223904,111951,268391,536800,134866,10323,10323.500000,26,9,6,2,2,9,0
206974,103486,180497,361000,128838,6942,6951.000000,26,7,5,2,2,9,0
247198,123598,210598,421200,80046,8100,8100.000000,26,6,6,2,2,9,0
203590,101795,179297,358600,74158,6896,7248.500000,26,7,6,2,2,9,0
275809,137902,235589,471200,230318,9061,9061.000000,26,8,6,2,2,9,0
208956,104475,210890,421800,108817,8111,8112.500000,26,8,6,2,2,9,0
126236,63116,130093,260200,82889,5003,5025.000000,26,6,6,2,2,9,0
146280,73138,119890,239800,117180,4611,4611.000000,26,7,6,2,2,9,0
327837,163918,283991,568000,127908,10923,10923.000000,26,6,6,2,2,9,0
165238,82617,166591,333200,128093,6407,6407.500000,26,6,6,2,2,9,0
180671,90334,200390,400800,76828,7707,7708.000000,26,7,6,2,2,9,0
166571,83283,140889,281800,139475,5419,5419.000000,26,7,6,2,2,9,0
180420,90207,147488,295000,151989,5673,5673.000000,26,7,6,2,2,9,0
301814,150904,282391,564800,247371,10861,10864.500000,26,7,6,2,2,9,0
134908,67452,129291,258600,107567,4973,4973.500000,26,7,5,2,2,9,0
128283,64140,123297,246600,59135,4742,4742.000000,26,6,6,2,2,9,0
228485,114242,193699,387400,128272,7450,7450.000000,26,7,6,2,2,9,0
159354,79676,184396,368800,96022,7092,7092.500000,26,7,6,2,2,9,0
212137,106068,191999,384000,143362,7384,7384.000000,26,6,6,2,2,9,0
276657,138328,228699,457400,232677,8796,8796.000000,26,7,6,2,2,9,0
176363,88180,168896,337800,77762,6496,6496.500000,26,6,6,2,2,9,0
133989,66993,184892,369800,96893,7111,7121.500000,26,9,6,2,2,9,0
298430,149213,285090,570200,181915,10965,10970.000000,26,7,6,2,2,9,0
220408,110203,226896,453800,117786,8726,8796.500000,26,7,5,2,2,9,0
118652,59323,101890,203800,97663,3919,3920.000000,26,7,6,2,2,9,0
261776,130886,260996,522000,106326,10038,10038.000000,26,6,6,2,2,9,0
239892,119944,196890,393800,200708,7573,7573.000000,26,7,6,2,2,9,0
158201,79099,169996,340000,66233,6538,6538.000000,26,6,6,2,2,9,0
151662,75830,127198,254400,128335,4892,4892.000000,26,8,5,2,2,9,0
322716,161356,266590,533200,218941,10253,10254.500000,26,8,6,2,2,9,0
146019,73007,138089,276200,112525,5311,5311.000000,26,6,6,2,2,9,0
147494,73745,237093,474200,94794,9119,9232.000000,26,6,6,2,2,9,0
183679,91837,235690,471400,92186,9065,9070.500000,26,8,6,2,2,9,0
112993,56495,118996,238000,89101,4576,4576.000000,26,7,6,2,2,9,0
134400,67198,160289,320600,67923,6165,6165.000000,26,7,6,2,2,9,0
96958,48477,105791,211600,51963,4069,4072.500000,26,8,6,2,2,9,0
319466,159732,273997,548000,254621,10538,10547.000000,26,7,6,2,2,9,0
213980,106988,205590,411200,174426,7907,7907.000000,26,7,6,2,2,9,0
144320,72160,121598,243200,117254,4676,4676.000000,26,8,6,2,2,9,0
260256,130127,271595,543200,148101,10446,10446.000000,26,7,5,2,2,9,0
160518,80257,130996,262000,135177,5038,5039.000000,26,8,6,2,2,9,0
308815,154407,268997,538000,142164,10346,10346.000000,26,7,6,2,2,9,0
140509,70254,115395,230800,115247,4438,4442.500000,26,7,6,2,2,9,0
153973,76984,164291,328600,68317,6319,6319.500000,26,6,6,2,2,9,0
299996,149996,266989,534000,246638,10269,10269.000000,26,9,6,2,2,9,0
253159,126578,268797,537600,178067,10338,10359.000000,26,8,6,2,2,9,0
99286,49641,113491,227000,60937,4365,4375.500000,26,6,6,2,2,9,0
198542,99270,198992,398000,158991,7653,7654.000000,26,8,6,2,2,9,0
194036,97016,174591,349200,160441,6715,6715.500000,26,7,5,2,2,9,0
226028,113013,184396,368800,138799,7092,7093.000000,26,6,6,2,2,9,0
148059,74028,154294,308600,71641,5934,5937.000000,26,8,6,2,2,9,0
282433,141216,281695,563400,155451,10834,10924.500000,26,7,6,2,2,9,0
200635,100316,190995,382000,155924,7346,7349.000000,26,7,6,2,2,9,0
109381,54689,105691,211400,44440,4065,4065.000000,26,8,6,2,2,9,0
171898,85946,148789,297600,104781,5723,5723.000000,26,7,6,2,2,9,0
130886,65440,142289,284600,60725,5473,5473.000000,26,8,6,2,2,9,0
243474,121735,201591,403200,113119,7753,7753.000000,26,7,6,2,2,9,0
157875,78937,134997,270000,131182,5192,5192.000000,26,7,6,2,2,9,0
152203,76099,157789,315600,116059,6069,6069.000000,26,7,6,2,2,9,0
204450,102223,179689,359400,83365,6911,6918.000000,26,7,6,2,2,9,0
272103,136050,268290,536600,149945,10319,10319.000000,26,6,6,2,2,9,0
129823,64910,163596,327200,65592,6292,6293.000000,26,7,6,2,2,9,0
101283,50640,101194,202400,47255,3892,3929.500000,26,7,6,2,2,9,0
152601,76299,158891,317800,63759,6111,6111.000000,26,8,5,2,2,9,0
127904,63950,115891,231800,46275,4457,4466.000000,26,8,6,2,2,9,0
191207,95601,204492,409000,128394,7865,7866.500000,26,7,6,2,2,9,0
114975,57486,105590,211200,85558,4061,4061.000000,26,8,6,2,2,9,0
220414,110204,234088,468200,166545,9003,9003.000000,26,7,6,2,2,9,0
273900,136949,227097,454200,203715,8734,8734.000000,26,7,6,2,2,9,0
115937,57967,106296,212600,94337,4088,4088.500000,26,7,6,2,2,9,0
190739,95367,199189,398400,120027,7661,7661.000000,26,7,6,2,2,9,0
187142,93570,177998,356000,143573,6846,6846.000000,26,6,6,2,2,9,0
264326,132162,214890,429800,96132,8265,8265.000000,26,7,6,2,2,9,0
131153,65576,154596,309200,55848,5946,5947.500000,26,8,6,2,2,9,0
283611,141805,268598,537200,122139,10330,10330.000000,26,7,6,2,2,9,0
177451,88725,219398,438800,127900,8438,8438.000000,26,6,6,2,2,9,0
114118,57058,122897,245800,89952,4726,4726.000000,26,9,6,2,2,9,0
123525,61762,139798,279600,84348,5376,5378.500000,26,8,5,2,2,9,0
144107,72051,132690,265400,114642,5103,5105.000000,26,7,6,2,2,9,0
154474,77235,169292,338600,95168,6511,6638.500000,26,8,6,2,2,9,0
281909,140953,233995,468000,165021,9000,9014.000000,26,7,6,2,2,9,0
308646,154322,268496,537000,257001,10326,10326.000000,26,6,6,2,2,9,0
114173,57085,135896,271800,57293,5226,5256.000000,26,7,6,2,2,9,0
147700,73849,121797,243600,124184,4684,4684.000000,26,7,6,2,2,9,0
219274,109635,185596,371200,117093,7138,7143.000000,26,7,6,2,2,9,0
160266,80131,130591,261200,88404,5023,5023.000000,26,8,6,2,2,9,0
213815,106905,277491,555000,137827,10673,10697.000000,26,7,6,2,2,9,0
205001,102499,212390,424800,100580,8169,8169.000000,26,7,6,2,2,9,0
208592,104293,179589,359200,108671,6907,6907.500000,26,7,6,2,2,9,0
121077,60537,107597,215200,64950,4138,4138.000000,26,7,6,2,2,9,0
128861,64429,143191,286400,51275,5507,5510.500000,26,7,6,2,2,9,0
270573,135285,219991,440000,225546,8461,8461.000000,26,6,6,2,2,9,0
134227,67112,172696,345400,92044,6642,6642.500000,26,7,6,2,2,9,0
161071,80535,163497,327000,123443,6288,6289.000000,26,6,6,2,2,9,0
336650,168324,291097,582200,262713,11196,11196.000000,26,7,6,2,2,9,0
103283,51639,113491,227000,55003,4365,4382.500000,26,6,6,2,2,9,0
143546,71773,118299,236600,120200,4550,4550.000000,26,7,6,2,2,9,0
338494,169246,295593,591200,161999,11369,11380.000000,26,7,6,2,2,9,0
224412,112204,214889,429800,181555,8265,8265.000000,26,6,6,2,2,9,0
237507,118752,261691,523400,164753,10065,10065.000000,26,7,6,2,2,9,0
187871,93934,237091,474200,145597,9119,9119.500000,26,8,5,2,2,9,0
165836,82916,152290,304600,136394,5857,5857.000000,26,8,6,2,2,9,0
184734,92365,234590,469200,137780,9023,9023.500000,26,7,6,2,2,9,0
280192,140094,240992,482000,204052,9269,9278.000000,26,7,6,2,2,9,0
187166,93582,182995,366000,122151,7038,7046.500000,26,8,6,2,2,7,0
235789,117894,194998,390000,122055,7500,7500.000000,26,7,6,2,2,9,0
155698,77846,126487,253000,113397,4865,4865.000000,26,7,6,2,2,9,0
173225,86611,205989,412000,133318,7923,7923.000000,26,7,6,2,2,7,0
189772,94885,188399,376800,95603,7246,7246.000000,26,7,6,2,2,9,0
222221,111109,205891,411800,140197,7919,7921.500000,26,7,5,2,2,9,0
189645,94822,160899,321800,140904,6188,6188.000000,26,8,5,2,2,9,0
127582,63788,117289,234600,63269,4511,4511.000000,26,7,6,2,2,9,0
193926,96962,243590,487200,154583,9369,9371.000000,26,8,5,2,2,9,0
232115,116056,240195,480400,166312,9238,9238.000000,26,7,6,2,2,9,0
156957,78478,148098,296200,126418,5696,5696.000000,26,6,6,2,2,9,0
275988,137993,234491,469000,127022,9019,9019.500000,26,7,6,2,2,9,0
118578,59288,99997,200000,46004,3846,3846.000000,26,7,6,2,2,9,0
171615,85806,140295,280600,119619,5396,5396.500000,26,7,6,2,2,9,0
186864,93430,155190,310400,131861,5969,5969.500000,26,7,6,2,2,9,0
291389,145693,239691,479400,146216,9219,9243.500000,26,7,6,2,2,9,0
60949,30472,102788,205600,36353,3953,3954.000000,26,7,5,2,2,9,0
325483,162741,264898,529800,177860,10188,10188.000000,26,7,6,2,2,9,0
232433,116216,191292,382600,109992,7357,7357.000000,26,6,6,2,2,9,0
124666,62331,122389,244800,36105,4707,4707.000000,26,7,5,2,2,9,0
255207,127601,208893,417800,194141,8034,8038.000000,26,6,6,2,2,9,0
279955,139977,241196,482400,172974,9276,9276.000000,26,7,6,2,2,9,0
271543,135770,248490,497000,133676,9557,9557.000000,26,7,6,2,2,9,0
207320,103659,216293,432600,72776,8319,8385.500000,26,8,6,2,2,9,0
278146,139072,291290,582600,94788,11203,11204.000000,26,7,5,2,2,9,0
198037,99016,173089,346200,157421,6657,6657.000000,26,6,6,2,2,9,0
344078,172037,282389,564800,247869,10861,10861.000000,26,7,6,2,2,9,0
127336,63667,104697,209400,63344,4026,4026.000000,26,6,6,2,2,9,0
285275,142637,232497,465000,235236,8942,8943.000000,26,7,6,2,2,9,0
202903,101450,203697,407400,83472,7834,7880.000000,26,6,6,2,2,9,0
272220,136109,238596,477200,152771,9176,9177.000000,26,8,6,2,2,9,0
215468,107732,195390,390800,174019,7515,7515.000000,26,7,6,2,2,9,0
111291,55644,129695,259400,81453,4988,4990.500000,26,7,6,2,2,9,0
169854,84925,201788,403600,128453,7761,7761.000000,26,7,6,2,2,9,0
277800,138900,255898,511800,227558,9842,9842.000000,26,8,6,2,2,9,0
108612,54303,105993,212000,44793,4076,5429.500000,26,6,6,2,2,9,0
166574,83286,168698,337400,111283,6488,6488.000000,26,7,6,2,2,9,0
317967,158981,275690,551400,258455,10603,10603.000000,26,6,5,2,2,9,0
304068,152032,252897,505800,201316,9726,9726.000000,26,8,6,2,2,9,0
165997,82997,147795,295600,106674,5684,5686.500000,26,7,6,2,2,9,0
123959,61977,104191,208400,103778,4007,4008.500000,26,8,6,2,2,9,0
278463,139231,237598,475200,181098,9138,9138.000000,26,6,6,2,2,9,0
316612,158304,281496,563000,261080,10826,10832.000000,26,8,6,2,2,9,0
150092,75043,172088,344200,75883,6619,6619.000000,26,7,6,2,2,9,0
135201,67599,122490,245000,85564,4711,4711.000000,26,8,6,2,2,9,0
244011,122005,198898,397800,193822,7650,7650.000000,26,7,6,2,2,9,0
314805,157401,273795,547600,255917,10530,10575.000000,26,6,6,2,2,9,0
163672,81836,160898,321800,61832,6188,6188.000000,26,7,6,2,2,9,0
93333,46666,110993,222000,45504,4269,4298.000000,26,7,6,2,2,9,0
131428,65712,107090,214200,103436,4119,4119.000000,26,7,6,2,2,9,0
106597,53297,111991,224000,58876,4307,4308.000000,26,6,6,2,2,9,0
202828,101412,169390,338800,104819,6515,6521.500000,26,8,6,2,2,9,0
236382,118189,193094,386200,166181,7426,7444.500000,26,8,6,2,2,9,0
239753,119874,229291,458600,105021,8819,8820.000000,26,7,6,2,2,9,0
138781,69388,143490,287000,91590,5519,5519.000000,26,6,6,2,2,9,0
275053,137525,252791,505600,163625,9723,9747.500000,26,7,6,2,2,9,0
128115,64057,111599,223200,101455,4292,4292.000000,26,8,6,2,2,9,0
87090,43544,114395,228800,62345,4400,4408.500000,26,8,5,2,2,9,0
134146,67072,127096,254200,77351,4888,4890.000000,26,8,6,2,2,9,0
218567,109282,188497,377000,142079,7250,7250.000000,26,6,6,2,2,9,0
151014,75505,128296,256600,70486,4934,4940.500000,26,6,6,2,2,9,0
226927,113463,223298,446600,139908,8588,8588.000000,26,7,5,2,2,9,0
278299,139148,291292,582600,156040,11203,11377.500000,26,7,5,2,2,9,0
341923,170960,278096,556200,284884,10696,10696.000000,26,7,6,2,2,9,0
116974,58485,155291,310600,56840,5973,6008.500000,26,7,6,2,2,9,0
225860,112929,188196,376400,140916,7238,7238.000000,26,8,6,2,2,9,0
237607,118803,197198,394400,167898,7584,7584.000000,26,7,6,2,2,9,0
224747,112373,190797,381600,119194,7338,7338.000000,26,7,6,2,2,9,0
286302,143150,289597,579200,152811,11138,11138.500000,26,7,6,2,2,9,0
121782,60890,104592,209200,86799,4023,4025.500000,26,6,6,2,2,9,0
332232,166116,277998,556000,278760,10692,10692.000000,26,8,6,2,2,9,0
113268,56633,114891,229800,66854,4419,4419.000000,26,7,6,2,2,9,0
183794,91895,224190,448400,137892,8623,8623.000000,26,9,5,2,2,9,0
314422,157210,266396,532800,220058,10246,10264.500000,26,7,6,2,2,9,0
266781,133390,226095,452200,210663,8696,8700.500000,26,8,6,2,2,9,0
146052,73025,186394,372800,101858,7169,7210.500000,26,6,6,2,2,9,0
241466,120733,234092,468200,169840,9003,9006.000000,26,8,6,2,2,9,0
158312,79155,130092,260200,129674,5003,5003.500000,26,7,6,2,2,9,0
82274,41135,108993,218000,48605,4192,4241.000000,26,7,6,2,2,9,0
263999,131997,245889,491800,207011,9457,9457.000000,26,8,6,2,2,9,0
102163,51080,114792,229600,47203,4415,4416.000000,26,7,5,2,2,9,0
100389,50192,109791,219600,48281,4223,4231.000000,26,7,6,2,2,9,0
203671,101833,201789,403600,160321,7761,7761.000000,26,8,6,2,2,9,0
129143,64569,153592,307200,59098,5907,5909.500000,26,8,6,2,2,9,0
193783,96890,195191,390400,120796,7507,7518.500000,26,7,6,2,2,9,0
210782,105389,210990,422000,128725,8115,8119.000000,26,7,6,2,2,9,0
140335,70166,165794,331600,76657,6376,6410.000000,26,8,6,2,2,9,0
284179,142088,232195,464400,130627,8930,8932.500000,26,6,6,2,2,9,0
160744,80372,134799,269600,127594,5184,5184.000000,26,8,6,2,2,9,0
252096,126046,205196,410400,142047,7892,7892.000000,26,7,6,2,2,9,0
145155,72576,126092,252200,99293,4850,4861.000000,26,8,6,2,2,9,0
162867,81432,163092,326200,93351,6273,6274.500000,26,7,5,2,2,9,0
122399,61198,120597,241200,87885,4638,4638.000000,26,6,6,2,2,9,0
235055,117525,193990,388000,196417,7461,7463.000000,26,8,6,2,2,9,0
141038,70516,164190,328400,79663,6315,6315.000000,26,7,6,2,2,9,0
280790,140394,230894,461800,228003,8880,8882.500000,26,7,6,2,2,9,0
98657,49326,104090,208200,52419,4003,4003.000000,26,7,6,2,2,9,0
206558,103278,181191,362400,165876,6969,6974.000000,26,8,5,2,2,9,0
174436,87217,151497,303000,137912,5826,5826.000000,26,7,6,2,2,9,0
105839,52918,130996,262000,70475,5038,5038.500000,26,6,6,2,2,9,0
116213,58104,113189,226400,93961,4353,4353.000000,26,8,6,2,2,9,0
129236,64616,168291,336600,80442,6473,6480.500000,26,7,6,2,2,9,0
139597,69796,130090,260200,104661,5003,5003.000000,26,8,6,2,2,8,0
107473,53735,101891,203800,54338,3919,3924.500000,26,6,6,2,2,9,0
130842,65420,119891,239800,112238,4611,4612.000000,26,7,5,2,2,8,0
136310,68155,168496,337000,90140,6480,6502.500000,26,7,6,2,2,9,0
251698,125848,283993,568000,182725,10923,10938.000000,26,6,6,2,2,8,0
305667,152831,265789,531600,193554,10223,10230.000000,26,8,6,2,2,9,0
92152,46075,113896,227800,74591,4380,4380.000000,26,8,5,2,2,9,0
175641,87820,185596,371200,83822,7138,7140.500000,26,8,6,2,2,9,0
130183,65090,106790,213600,109126,4107,4107.000000,26,8,6,2,2,9,0
218024,109011,221897,443800,140027,8534,8534.000000,26,7,6,2,2,9,0
225019,112508,210790,421600,128034,8107,8107.500000,26,6,6,2,2,9,0
210719,105357,191491,383000,136997,7365,7365.000000,26,7,6,2,2,9,0
242646,121322,211898,423800,109136,8150,8150.000000,26,7,6,2,2,9,0
103839,51917,152193,304400,72163,5853,5935.500000,26,8,6,2,2,9,0
131180,65588,164289,328600,58627,6319,6319.000000,26,6,6,2,2,9,0
136991,68493,118490,237000,102127,4557,4560.000000,26,8,6,2,2,9,0
297222,148610,253197,506400,126774,9738,9745.000000,26,7,6,2,2,9,0
166341,83169,138697,277400,88091,5334,5334.500000,26,7,6,2,2,9,0
358481,179238,291588,583200,212323,11215,11215.000000,26,6,6,2,2,9,0
142621,71310,147995,296000,75540,5692,5708.000000,26,6,6,2,2,9,0
164523,82260,140890,281800,118098,5419,5420.000000,26,8,6,2,2,9,0
67711,33855,102791,205600,42955,3953,3956.500000,26,7,6,2,2,9,0
166510,83253,144890,289800,112956,5573,5573.000000,26,7,6,2,2,9,0
219635,109816,259896,519800,168995,9996,9996.000000,26,8,6,2,2,9,0
129268,64632,108189,216400,54613,4161,4161.000000,26,7,6,2,2,9,0
158612,79304,204895,409800,118955,7880,7885.500000,26,6,6,2,2,9,0
107235,53616,140589,281200,85299,5407,5407.000000,26,9,5,2,2,9,0
334047,167023,291198,582400,262026,11200,11200.000000,26,7,6,2,2,9,0
335071,167534,296691,593400,272671,11411,11411.500000,26,7,6,2,2,9,0
89157,44578,117697,235400,66482,4526,4528.000000,26,8,6,2,2,9,0
301866,150931,263990,528000,249999,10153,10161.000000,26,7,6,2,2,9,0
121755,60877,119497,239000,45486,4596,4597.000000,26,6,5,2,2,9,0
158554,79275,130591,261200,132791,5023,5023.500000,26,8,6,2,2,9,0
141602,70800,183196,366400,93674,7046,7048.500000,26,7,6,2,2,9,0
332002,165998,273489,547000,276547,10519,10519.000000,26,7,6,2,2,9,0
108394,54196,102599,205200,89082,3946,3946.000000,26,7,5,2,2,9,0
129945,64972,105998,212000,83900,4076,4076.000000,26,6,6,2,2,9,0
221713,110855,193497,387000,117127,7442,7471.000000,26,6,6,2,2,9,0
