"MaxMakespan,MinMakespan,MinWorkload,MaxWorkload,MaxWCET,MinWCET,MedianWCET,NumNodes,MaxParallel,CriticalPath,AvgInDegree,AvgOutDegree,CoreNum,IsAnomaly"
"311971,155984,293197,586400,218512,29322,32043.000000,10,4,4,1,1,6,0"
"279015,139506,254597,509200,142682,25461,28801.000000,10,4,4,1,1,4,0"
"202527,101263,144798,289600,154082,14480,14522.500000,10,4,4,1,1,4,0"
"228730,114364,215197,430400,156043,21728,26111.500000,10,5,4,1,1,6,0"
"147213,73605,134196,268400,62599,13420,19260.000000,10,4,4,1,1,3,0"
"352276,176137,255097,510200,247117,25515,25818.000000,10,5,4,1,1,4,0"
"160262,80130,178597,357200,67183,17934,25936.500000,10,5,4,1,1,4,0"
"217719,108859,155598,311200,115596,15560,15562.500000,10,4,4,1,1,6,0"
"263641,131819,191998,384000,166352,19202,19443.000000,10,5,4,1,1,3,0"
"159856,79926,106697,213400,107189,10670,10845.000000,10,4,4,1,1,3,0"
"255596,127798,289298,578600,184596,29079,44710.000000,10,5,3,1,1,6,0"
"146786,73391,151096,302200,88399,15171,17369.500000,10,5,4,1,1,4,0"
"180394,90196,136198,272400,111492,13626,15544.000000,10,4,4,1,1,6,0"
"130674,65335,102996,206000,73897,10345,13247.500000,10,4,4,1,1,3,0"
"148481,74239,121598,243200,97667,12160,13545.500000,10,5,4,1,1,4,0"
"379185,189592,274198,548400,210530,27421,27638.000000,10,4,4,1,1,6,0"
"100501,50249,100797,201600,65028,10080,11100.500000,10,4,4,1,1,4,0"
"213866,106932,153197,306400,153861,15320,15391.500000,10,5,4,1,1,3,0"
"139213,69605,100197,200400,71190,10021,10309.500000,10,5,4,1,1,4,0"
"347104,173551,295998,592000,227589,29609,29869.500000,10,5,4,1,1,3,0"
"403090,201544,287997,576000,316271,28800,28811.000000,10,5,4,1,1,4,0"
"177912,88955,164199,328400,94670,16424,19243.000000,10,5,4,1,1,3,0"
"103833,51916,123298,246600,78595,12330,12626.500000,10,5,3,1,1,4,0"
"227546,113772,154298,308600,110366,15431,16303.500000,10,4,4,1,1,3,0"
"226649,113324,212198,424400,110588,22043,37057.000000,10,4,4,1,1,4,0"
"183048,91523,140497,281000,139603,14050,14305.000000,10,5,4,1,1,3,0"
"263087,131542,241397,482800,186293,24175,26637.000000,10,4,4,1,1,4,0"
"273943,136969,193196,386400,194209,19330,19703.000000,10,4,4,1,1,3,0"
"201208,100602,160696,321400,127831,16071,16842.000000,10,5,4,1,1,4,0"
"272248,136122,254597,509200,124905,25476,28637.000000,10,5,4,1,1,3,0"
"120509,60253,124198,248400,55187,12513,16756.000000,10,5,4,1,1,4,0"
"163187,81593,144798,289600,89130,14546,15945.000000,10,4,4,1,1,3,0"
"157163,78580,125997,252000,103225,12602,14544.500000,10,4,4,1,1,4,0"
"356713,178355,255097,510200,218452,25510,25560.000000,10,5,4,1,1,3,0"
"191469,95734,186098,372200,65348,18611,32445.500000,10,5,4,1,1,4,0"
"247208,123603,178598,357200,107307,17860,17977.000000,10,5,3,1,1,3,0"
"223627,111812,210498,421000,99143,21110,24008.500000,10,5,4,1,1,4,0"
"187553,93775,151096,302200,112085,15193,22502.000000,10,5,4,1,1,3,0"
"173819,86907,121596,243200,85003,12337,16134.000000,10,4,4,1,1,3,0"
"136960,68479,126097,252200,73417,12672,13599.500000,10,4,4,1,1,6,0"
"120807,60402,100797,201600,88213,10082,11209.500000,10,4,4,1,1,3,0"
"117289,58644,104197,208400,62561,10485,11017.500000,10,4,4,1,1,4,0"
"121267,60633,100199,200400,52355,10020,14005.500000,10,5,3,1,1,3,0"
"127815,63907,117598,235200,57176,11773,19083.500000,10,5,4,1,1,6,0"
"343684,171841,287998,576000,164314,28801,49118.000000,10,5,4,1,1,3,0"
"312176,156087,237897,475800,240559,23794,23919.500000,10,5,4,1,1,4,0"
"127962,63980,104998,210000,69493,10527,12791.000000,10,6,4,1,1,6,0"
"174040,87018,123296,246600,114617,12336,12412.000000,10,5,4,1,1,3,0"
"133464,66730,107097,214200,56357,10713,11584.500000,10,4,4,1,1,4,0"
"236063,118031,212198,424400,170829,21220,22589.500000,10,4,4,1,1,3,0"
"279337,139668,241398,482800,128074,24166,30852.500000,10,4,4,1,1,3,0"
"122825,61412,120697,241400,85872,12070,12669.500000,10,5,4,1,1,6,0"
"202483,101240,160697,321400,113907,16082,24104.000000,10,4,4,1,1,3,0"
"246869,123433,233497,467000,113668,23350,23778.500000,10,4,4,1,1,4,0"
"396251,198125,290798,581600,257961,29151,30330.500000,10,4,4,1,1,6,0"
"150532,75264,124197,248400,82493,12555,14194.500000,10,4,4,1,1,3,0"
"209255,104627,157999,316000,159874,15806,16831.500000,10,4,4,1,1,6,0"
"147062,73530,130698,261400,104867,13072,14140.500000,10,5,3,1,1,4,0"
"121908,60953,125998,252000,83863,12600,12682.500000,10,5,4,1,1,3,0"
"256437,128218,183698,367400,200448,18370,18454.000000,10,4,4,1,1,6,0"
"218921,109459,186097,372200,162669,18610,18641.000000,10,4,4,1,1,3,0"
"242092,121044,202497,405000,178935,20251,21066.000000,10,5,3,1,1,4,0"
"183397,91697,169297,338600,121098,16979,20802.500000,10,5,4,1,1,6,0"
"207755,103876,150698,301400,156257,15072,15273.000000,10,4,4,1,1,6,0"
"209846,104921,210497,421000,143937,21050,22412.000000,10,5,3,1,1,3,0"
"355341,177670,290597,581200,228684,29123,35585.500000,10,5,4,1,1,6,0"
"244605,122302,199598,399200,81028,20179,23007.000000,10,4,4,1,1,4,0"
"142583,71291,104198,208400,86526,10420,10679.500000,10,4,4,1,1,3,0"
"147653,73826,113598,227200,108017,11360,11361.500000,10,6,3,1,1,6,0"
"278469,139234,237899,475800,119076,23844,24320.500000,10,4,4,1,1,3,0"
"105482,52740,107398,214800,70221,10753,13706.000000,10,4,4,1,1,4,0"
"134821,67409,107098,214200,66273,10710,11340.500000,10,5,4,1,1,3,0"
"289975,144987,219798,439600,204786,21980,23658.000000,10,4,4,1,1,4,0"
"267801,133900,291498,583000,108526,29185,41447.000000,10,5,4,1,1,6,0"
"317360,158678,233497,467000,199045,23472,26672.000000,10,5,4,1,1,3,0"
"128420,64209,130698,261400,70998,13094,15469.500000,10,6,4,1,1,3,0"
"256649,128324,248298,496600,126722,24948,25825.000000,10,4,4,1,1,4,0"
"261775,130887,202497,405000,200368,20265,20628.500000,10,5,4,1,1,3,0"
"366662,183329,264497,529000,250583,26450,27293.000000,10,4,4,1,1,6,0"
"151787,75893,108597,217200,110081,10863,10973.000000,10,5,4,1,1,4,0"
"399407,199703,267299,534600,292480,26730,26733.500000,10,5,4,1,1,4,0"
"272251,136125,199598,399200,193570,20044,21197.000000,10,4,4,1,1,3,0"
"144963,72480,132997,266000,102457,13300,14603.000000,10,4,4,1,1,4,0"
"365997,182997,262697,525400,194939,26285,26623.000000,10,4,4,1,1,6,0"
"155520,77758,107397,214800,101731,10741,10744.500000,10,4,4,1,1,3,0"
"304379,152189,219798,439600,171850,21995,23014.500000,10,4,4,1,1,3,0"
"318788,159393,279598,559200,154580,28104,40876.500000,10,4,4,1,1,6,0"
"297867,148933,237397,474800,149298,23818,24762.500000,10,4,4,1,1,4,0"
"247051,123525,248298,496600,147180,24832,25287.000000,10,5,4,1,1,3,0"
"138943,69471,108598,217200,91444,10867,12512.000000,10,4,4,1,1,3,0"
"375702,187850,283898,567800,280666,28394,29321.000000,10,5,4,1,1,6,0"
"357629,178813,267298,534600,223494,26741,26848.500000,10,4,4,1,1,3,0"
"258623,129311,186198,372400,156851,18620,18672.000000,10,4,4,1,1,4,0"
"383028,191513,277097,554200,283219,27710,28741.500000,10,4,4,1,1,6,0"
"226679,113339,170398,340800,109926,17101,19427.500000,10,5,4,1,1,6,0"
"149867,74932,132998,266000,48066,13836,23939.500000,10,4,4,1,1,3,0"
"163578,81788,158998,318000,83797,15900,19919.000000,10,4,4,1,1,6,0"
"312789,156393,237397,474800,213755,23744,25366.000000,10,4,4,1,1,3,0"
"262020,131009,195698,391400,200379,19628,19803.000000,10,5,4,1,1,6,0"
"190142,95070,145797,291600,102801,14580,14610.000000,10,5,3,1,1,4,0"
"265158,132577,186197,372400,164097,18621,18944.500000,10,4,4,1,1,3,0"
"341907,170953,252399,504800,214136,25350,27682.000000,10,4,4,1,1,6,0"
"193032,96516,145899,291800,107312,14604,15903.000000,10,5,4,1,1,4,0"
"248932,124464,244697,489400,165997,24472,25476.500000,10,5,4,1,1,6,0"
"133751,66874,113696,227400,85318,11422,12160.000000,10,4,4,1,1,6,0"
"171449,85723,145797,291600,114867,14589,16116.000000,10,5,4,1,1,3,0"
"320812,160405,250797,501600,209077,25086,28941.000000,10,4,4,1,1,6,0"
"167030,83515,145899,291800,116950,14622,15801.000000,10,4,4,1,1,3,0"
"103663,51830,100696,201400,58958,10107,11925.000000,10,4,4,1,1,6,0"
"199673,99836,179999,360000,125794,18000,18078.000000,10,5,4,1,1,3,0"
"148464,74231,113397,226800,100488,11343,11847.000000,10,5,4,1,1,6,0"
"137062,68530,117198,234400,88910,11789,12014.000000,10,5,4,1,1,3,0"
"333570,166784,242397,484800,232009,24241,24451.500000,10,5,4,1,1,6,0"
"263027,131513,197498,395000,116043,19753,23666.500000,10,5,4,1,1,3,0"
"308010,154004,222497,445000,223026,22289,22603.500000,10,4,4,1,1,6,0"
"258795,129397,194699,389400,195981,19476,19929.000000,10,5,3,1,1,3,0"
"121484,60740,100597,201200,63061,10091,12953.000000,10,5,4,1,1,6,0"
"120884,60441,102198,204400,43957,10221,13472.000000,10,4,4,1,1,3,0"
"331634,165815,256997,514000,179713,25700,29917.000000,10,5,4,1,1,6,0"
"290113,145056,246298,492600,128453,24672,32542.500000,10,4,4,1,1,3,0"
"357295,178646,298998,598000,141233,30011,42731.000000,10,5,4,1,1,3,0"
"139727,69862,139797,279600,82592,13981,16206.000000,10,5,4,1,1,6,0"
"217956,108977,179998,360000,113404,18009,18321.500000,10,5,4,1,1,4,0"
"357256,178628,271998,544000,224744,27200,28431.500000,10,5,4,1,1,6,0"
"104002,52001,117199,234400,68012,11720,12225.500000,10,4,4,1,1,4,0"
"122964,61481,119098,238200,66050,12161,16789.000000,10,5,3,1,1,3,0"
"197210,98605,144398,288800,96608,14443,16853.500000,10,4,4,1,1,6,0"
"131392,65696,104099,208200,94382,10950,12726.000000,10,5,4,1,1,6,0"
"198123,99060,191497,383000,110397,19152,20385.500000,10,5,4,1,1,3,0"
"256672,128335,197497,395000,141179,19804,21925.500000,10,4,4,1,1,4,0"
"364377,182188,268599,537200,265780,26860,26958.500000,10,5,4,1,1,6,0"
"261111,130554,188896,377800,196075,18907,19153.000000,10,4,4,1,1,6,0"
"182172,91084,152096,304200,90045,15211,22341.500000,10,5,4,1,1,3,0"
"198760,99378,220196,440400,107410,22327,25203.500000,10,5,4,1,1,6,0"
"199095,99546,194698,389400,79454,19474,25763.500000,10,4,4,1,1,4,0"
"195817,97908,140697,281400,152038,14077,14232.500000,10,4,4,1,1,6,0"
"345091,172544,279597,559200,210741,27996,28980.000000,10,5,4,1,1,3,0"
"132193,66096,150199,300400,84769,15032,17361.500000,10,5,4,1,1,6,0"
"94550,47274,102197,204400,63871,10220,10258.000000,10,5,4,1,1,4,0"
"141984,70990,103897,207800,95929,10390,10942.500000,10,4,4,1,1,6,0"
"299113,149555,246298,492600,131852,24632,25918.500000,10,5,4,1,1,4,0"
"399792,199896,293199,586400,311424,29320,29339.500000,10,5,4,1,1,3,0"
"233339,116668,226897,453800,126140,22713,29413.000000,10,5,4,1,1,6,0"
"245922,122960,211997,424000,181860,21201,21430.500000,10,4,4,1,1,6,0"
"279343,139671,215198,430400,92553,21554,28817.500000,10,5,4,1,1,3,0"
"274014,137005,298997,598000,118832,29903,30525.500000,10,5,4,1,1,4,0"
"165555,82776,119097,238200,91037,11913,12127.000000,10,4,4,1,1,4,0"
"118021,59010,111998,224000,67598,11262,12510.500000,10,4,4,1,1,6,0"
"177121,88559,155598,311200,80451,15582,18670.000000,10,5,3,1,1,3,0"
"197070,98535,191499,383000,137276,19170,19650.000000,10,5,4,1,1,4,0"
"337695,168846,289297,578600,223081,28930,29113.000000,10,5,3,1,1,3,0"
"141891,70945,136199,272400,83518,13632,15855.000000,10,4,4,1,1,3,0"
"363699,181848,274198,548400,170924,28810,34403.000000,10,4,4,1,1,3,0"
"134327,67162,126097,252200,80007,12610,13389.000000,10,5,3,1,1,3,0"
"133486,66742,152098,304200,79271,15386,24053.000000,10,5,4,1,1,4,0"
"103499,51749,117599,235200,66346,11760,11837.000000,10,4,4,1,1,3,0"
"81492,40744,106196,212400,48927,10711,14231.000000,10,4,4,1,1,6,0"
"303085,151542,279598,559200,199469,27961,30657.000000,10,5,4,1,1,4,0"
"120357,60177,104997,210000,48203,10633,14169.000000,10,5,4,1,1,3,0"
"320667,160332,293196,586400,134001,32906,44136.000000,10,4,4,1,1,4,0"
"127849,63923,126097,252200,65245,13085,15520.000000,10,5,4,1,1,6,0"
"145490,72744,120697,241400,62434,12079,14017.500000,10,4,4,1,1,3,0"
"227664,113831,198897,397800,128286,19908,29347.500000,10,5,4,1,1,6,0"
"434947,217472,290798,581600,318092,29081,29144.500000,10,5,4,1,1,3,0"
"304702,152350,241698,483400,187065,24172,25377.000000,10,4,4,1,1,6,0"
"193914,96956,157997,316000,139874,15839,19100.500000,10,4,4,1,1,3,0"
"305528,152763,228598,457200,231854,22902,24272.500000,10,4,4,1,1,6,0"
"248530,124264,215197,430400,182257,21550,23264.000000,10,4,4,1,1,4,0"
"189124,94561,155598,311200,131986,15564,17573.500000,10,4,4,1,1,4,0"
"172459,86228,183697,367400,76991,18833,28278.500000,10,5,4,1,1,3,0"
"115288,57643,128497,257000,74374,13141,13541.500000,10,5,4,1,1,6,0"
"130877,65438,130899,261800,100258,13092,13128.000000,10,6,3,1,1,6,0"
"359720,179859,289298,578600,149504,29020,33857.500000,10,5,4,1,1,4,0"
"356520,178259,280197,560400,254359,28056,33974.500000,10,5,4,1,1,6,0"
"203451,101725,169298,338600,148424,16930,19240.500000,10,5,4,1,1,3,0"
"154554,77275,136197,272400,102589,13625,16219.500000,10,5,4,1,1,4,0"
"272855,136426,222198,444400,148467,22220,23350.000000,10,5,4,1,1,6,0"
"322081,161040,274197,548400,145916,27631,36384.000000,10,5,4,1,1,4,0"
"150274,75136,150699,301400,61782,16036,25648.000000,10,4,4,1,1,3,0"
"118586,59293,126098,252200,71762,12610,12685.500000,10,4,4,1,1,4,0"
"262619,131309,274198,548400,173821,27696,32066.500000,10,4,4,1,1,6,0"
"279517,139757,290597,581200,188153,29063,29809.500000,10,5,3,1,1,3,0"
"156971,78485,113598,227200,121132,11361,11583.500000,10,4,4,1,1,3,0"
"143022,71511,117599,235200,86044,11760,14344.000000,10,4,4,1,1,4,0"
"397816,198907,291498,583000,197396,29309,33072.500000,10,4,4,1,1,3,0"
"323091,161545,288698,577400,134876,28894,30185.500000,10,5,4,1,1,6,0"
"287915,143957,264498,529000,145282,26452,33235.000000,10,5,4,1,1,3,0"
"146637,73318,104997,210000,109650,10501,10508.500000,10,5,4,1,1,4,0"
"105151,52574,118797,237600,61905,12123,16485.500000,10,5,4,1,1,6,0"
"301435,150716,262696,525400,214198,26281,29229.500000,10,5,4,1,1,3,0"
"165960,82978,120697,241400,129647,12070,12102.500000,10,5,4,1,1,4,0"
"130870,65434,126596,253200,60206,12701,14176.500000,10,5,4,1,1,6,0"
"138673,69335,129297,258600,99151,12937,13468.000000,10,5,4,1,1,6,0"
"406604,203302,290799,581600,283408,29080,29262.500000,10,4,4,1,1,4,0"
"319944,159971,279597,559200,134676,27960,30457.500000,10,4,4,1,1,3,0"
"217506,108753,157998,316000,166698,15800,16033.500000,10,4,4,1,1,4,0"
"200339,100169,144398,288800,150618,14444,14775.500000,10,4,4,1,1,6,0"
"238051,119024,183697,367400,128379,18383,19197.500000,10,5,4,1,1,4,0"
"237386,118691,186398,372800,139681,18642,21170.500000,10,5,4,1,1,6,0"
"269867,134932,283897,567800,172943,28415,29240.000000,10,4,4,1,1,3,0"
"198125,99062,169298,338600,147152,16930,17148.500000,10,4,4,1,1,4,0"
"217529,108764,198598,397200,123757,19860,26722.000000,10,4,4,1,1,6,0"
"384547,192272,277097,554200,297982,27733,27910.500000,10,4,4,1,1,3,0"
"196740,98369,150698,301400,150874,15070,15474.500000,10,5,4,1,1,4,0"
"173820,86908,135396,270800,97373,13759,15764.500000,10,4,4,1,1,6,0"
"394565,197282,290598,581200,256468,29060,29100.000000,10,4,4,1,1,4,0"
"152537,76267,170397,340800,96211,17074,18517.000000,10,5,4,1,1,3,0"
"102153,51076,109398,218800,57534,10992,14892.500000,10,5,4,1,1,6,0"
"209721,104859,158997,318000,79814,16009,20837.500000,10,5,4,1,1,3,0"
"132135,66066,113597,227200,76181,11362,11759.000000,10,4,4,1,1,4,0"
"215710,107854,195697,391400,118492,19571,22909.000000,10,5,4,1,1,3,0"
"333110,166554,278198,556400,209933,28497,36698.500000,10,4,4,1,1,6,0"
"401031,200514,291497,583000,303313,29173,29409.000000,10,4,4,1,1,4,0"
"315726,157863,252399,504800,239246,25260,25687.000000,10,4,4,1,1,3,0"
"148749,74374,141198,282400,67831,14280,17936.500000,10,4,4,1,1,6,0"
"246389,123194,244698,489400,151938,24503,30033.000000,10,6,3,1,1,3,0"
"276216,138106,264497,529000,192415,26730,27534.000000,10,5,4,1,1,4,0"
"165102,82550,132496,265000,123134,13257,14459.000000,10,4,4,1,1,6,0"
"115912,57955,113697,227400,37395,11461,18642.000000,10,5,4,1,1,3,0"
"252435,126217,262698,525400,97669,26757,49409.000000,10,5,4,1,1,4,0"
"108268,54133,127897,255800,82566,12791,14125.000000,10,6,3,1,1,6,0"
"348848,174422,250796,501600,165055,25102,25723.000000,10,5,4,1,1,3,0"
"112707,56352,100698,201400,56596,10076,10649.500000,10,4,4,1,1,3,0"
"317374,158686,279597,559200,151654,27963,47714.500000,10,5,4,1,1,4,0"
"239432,119715,190298,380600,122151,19030,21384.500000,10,4,4,1,1,6,0"
"142352,71174,113396,226800,67461,11344,12373.000000,10,5,4,1,1,3,0"
"294395,147196,242398,484800,196759,24243,24562.500000,10,5,4,1,1,3,0"
"342879,171439,283897,567800,224414,28401,35492.500000,10,5,4,1,1,4,0"
"305740,152869,225598,451200,123294,22565,23333.500000,10,4,4,1,1,6,0"
"270984,135491,222499,445000,147987,22314,28822.000000,10,5,4,1,1,3,0"
"296558,148278,277097,554200,149166,28195,34014.500000,10,4,4,1,1,4,0"
"129392,64695,100597,201200,69560,10101,12909.000000,10,4,4,1,1,3,0"
"147515,73756,118197,236400,74467,11976,14591.000000,10,4,4,1,1,6,0"
"86255,43126,108997,218000,52777,10900,11075.000000,10,4,4,1,1,6,0"
"367339,183668,256997,514000,146526,25705,28294.500000,10,4,4,1,1,3,0"
"230214,115106,170397,340800,150898,17051,17999.500000,10,4,4,1,1,4,0"
"122543,61271,109498,219000,84592,10961,11503.000000,10,5,4,1,1,6,0"
"113256,56627,111996,224000,77894,11227,12067.500000,10,4,4,1,1,6,0"
"163348,81672,158996,318000,88533,15915,16964.000000,10,5,4,1,1,4,0"
"172452,86224,139796,279600,81439,14323,16257.000000,10,4,4,1,1,3,0"
"382037,191018,282298,564600,233940,28269,29854.500000,10,4,4,1,1,6,0"
"228847,114423,195698,391400,139047,19574,22963.500000,10,5,3,1,1,4,0"
"197998,98998,142298,284600,126453,14231,14260.500000,10,4,4,1,1,6,0"
"347840,173919,271998,544000,143515,27433,31569.500000,10,5,4,1,1,3,0"
"344024,172012,252399,504800,198068,25246,26485.500000,10,4,4,1,1,4,0"
"177543,88771,149899,299800,89626,15072,17575.500000,10,5,4,1,1,6,0"
"159943,79971,144399,288800,87454,14442,15618.000000,10,5,4,1,1,3,0"
"135961,67980,165998,332000,83274,16602,18214.000000,10,4,4,1,1,6,0"
"302795,151396,244697,489400,172493,24590,26821.500000,10,4,4,1,1,4,0"
"129604,64801,104097,208200,57416,10417,11874.500000,10,5,4,1,1,3,0"
"186235,93117,133898,267800,115064,13392,13527.500000,10,4,4,1,1,6,0"
"328626,164312,244798,489600,154669,24564,27088.000000,10,5,4,1,1,6,0"
"259994,129996,268597,537200,176776,26860,27166.000000,10,4,4,1,1,3,0"
"94452,47226,113698,227400,59356,11378,12007.500000,10,4,4,1,1,4,0"
"270987,135492,193898,387800,163374,19390,19600.000000,10,5,4,1,1,6,0"
"297343,148671,257297,514600,150435,25756,28456.500000,10,5,4,1,1,6,0"
"268206,134102,250797,501600,192629,25087,27355.000000,10,5,4,1,1,4,0"
"252095,126047,188898,377800,161514,18914,21342.000000,10,5,4,1,1,3,0"
"155320,77659,129897,259800,114304,12990,13972.000000,10,5,4,1,1,6,0"
"232483,116241,234298,468600,122228,23773,26310.000000,10,5,3,1,1,6,0"
"305765,152882,220199,440400,210168,22036,22315.500000,10,4,3,1,1,3,0"
"120202,60100,100697,201400,51396,10085,11226.500000,10,5,4,1,1,4,0"
"164720,82360,182798,365600,81038,21856,35299.000000,10,4,4,1,1,6,0"
"136527,68263,113399,226800,93722,11340,11385.000000,10,4,4,1,1,4,0"
"126428,63213,140698,281400,76899,14268,17172.500000,10,4,4,1,1,3,0"
"196397,98198,156898,313800,141274,15692,17242.000000,10,6,4,1,1,6,0"
"177472,88735,128697,257400,124153,12885,13635.500000,10,5,4,1,1,6,0"
"286691,143345,242398,484800,165036,24337,28279.000000,10,5,4,1,1,4,0"
"133660,66829,101598,203200,83082,10160,10536.000000,10,6,4,1,1,6,0"
"223374,111686,150199,300400,159429,15056,15348.000000,10,5,4,1,1,3,0"
"281238,140618,222498,445000,203807,22265,25436.000000,10,4,4,1,1,4,0"
"139288,69643,100597,201200,81302,10060,10284.000000,10,5,4,1,1,4,0"
"312774,156386,257097,514200,153631,25713,26403.500000,10,5,3,1,1,6,0"
"309292,154645,256997,514000,231491,25714,25893.000000,10,4,4,1,1,4,0"
"105487,52742,103897,207800,73442,10399,10462.500000,10,5,4,1,1,3,0"
"166406,83202,153798,307600,112430,15398,15830.000000,10,5,4,1,1,6,0"
"159468,79733,139798,279600,79965,13980,14241.500000,10,5,4,1,1,4,0"
"171181,85590,138699,277400,129456,13870,13891.500000,10,4,4,1,1,6,0"
"211083,105541,154298,308600,150347,15434,16176.000000,10,5,4,1,1,6,0"
"378667,189333,271998,544000,199018,27200,27233.500000,10,4,4,1,1,4,0"
"316445,158222,226899,453800,243700,22690,22796.500000,10,4,4,1,1,3,0"
"223085,111542,164499,329000,147993,16456,16861.000000,10,5,4,1,1,6,0"
"187556,93777,159397,318800,66257,15946,24425.500000,10,5,4,1,1,6,0"
"290814,145406,211998,424000,188085,21202,23600.500000,10,4,4,1,1,3,0"
"120395,60197,144399,288800,91205,14450,16339.500000,10,5,3,1,1,4,0"
"138044,69021,112798,225600,63344,11313,12451.000000,10,5,4,1,1,6,0"
"135981,67989,104097,208200,103841,10510,10698.500000,10,4,4,1,1,4,0"
"131712,65854,111997,224000,81969,11218,12679.000000,10,4,4,1,1,3,0"
"144229,72113,146196,292400,92746,14623,15134.000000,10,5,4,1,1,6,0"
"189126,94562,200798,401600,120368,20080,20107.500000,10,5,4,1,1,6,0"
"324440,162219,268598,537200,203926,26887,27842.500000,10,5,4,1,1,4,0"
"147474,73736,106196,212400,109381,10621,11182.000000,10,4,4,1,1,3,0"
"182542,91270,126098,252200,128790,12616,13010.000000,10,5,4,1,1,3,0"
"166536,83268,159798,319600,101462,16019,18619.000000,10,5,4,1,1,6,0"
"261948,130972,198897,397800,126791,20520,29228.500000,10,5,4,1,1,3,0"
"147305,73652,126098,252200,93827,12611,15069.500000,10,4,4,1,1,6,0"
"342498,171246,241696,483400,214351,24287,24705.500000,10,5,4,1,1,3,0"
"154328,77163,135997,272000,67973,13655,18141.500000,10,4,4,1,1,6,0"
"318097,159048,228599,457200,221748,22862,23106.500000,10,4,4,1,1,3,0"
"184987,92493,182398,364800,127309,18466,19909.000000,10,5,4,1,1,6,0"
"179395,89696,128496,257000,131097,12850,13048.000000,10,4,4,1,1,3,0"
"274800,137399,200797,401600,155900,20094,20458.000000,10,4,4,1,1,6,0"
"169371,84685,130898,261800,62137,13114,18033.500000,10,4,4,1,1,3,0"
"254387,127192,194697,389400,91032,19472,23063.000000,10,4,4,1,1,6,0"
"248649,124323,280198,560400,128808,28514,36610.000000,10,4,4,1,1,3,0"
"89995,44997,101299,202600,47708,10151,14996.500000,10,5,4,1,1,6,0"
"309476,154737,222198,444400,232989,22220,22275.500000,10,5,4,1,1,3,0"
"96250,48123,106996,214000,49559,10703,12852.000000,10,4,4,1,1,6,0"
"302533,151266,274198,548400,155006,27502,46333.500000,10,4,4,1,1,3,0"
"166858,83428,122498,245000,129505,12250,12255.500000,10,4,4,1,1,6,0"
"337385,168691,288696,577400,145806,29457,42948.000000,10,4,4,1,1,3,0"
"228206,114102,229198,458400,133827,22920,25561.500000,10,4,4,1,1,6,0"
"334152,167075,246098,492200,231884,24610,25256.500000,10,4,4,1,1,6,0"
"132546,66272,118797,237600,60298,11889,12842.500000,10,5,3,1,1,3,0"
"167526,83761,126597,253200,65796,12693,15297.000000,10,4,4,1,1,3,0"
"187171,93584,129298,258600,113839,12930,12968.500000,10,4,4,1,1,3,0"
"147560,73779,127097,254200,65053,12715,13411.000000,10,4,4,1,1,6,0"
"177125,88562,144398,288800,121347,14442,15336.500000,10,4,4,1,1,3,0"
"364041,182019,260397,520800,179697,26042,26243.000000,10,4,4,1,1,6,0"
"175173,87585,132797,265600,112760,13365,15310.000000,10,4,4,1,1,6,0"
"241043,120520,186396,372800,182803,18641,19121.500000,10,4,4,1,1,3,0"
"213469,106734,202197,404400,145466,20221,21344.000000,10,5,4,1,1,6,0"
"257443,128721,198597,397200,192748,19860,20175.000000,10,4,4,1,1,3,0"
"123274,61635,135395,270800,62235,14191,20313.000000,10,4,4,1,1,3,0"
"305194,152596,266897,533800,156488,28999,34273.000000,10,4,4,1,1,6,0"
"200667,100333,171698,343400,116564,17306,23137.500000,10,4,4,1,1,6,0"
"158485,79241,109397,218800,106267,10940,11124.500000,10,4,4,1,1,3,0"
"275325,137662,214198,428400,210674,21420,21423.000000,10,4,4,1,1,6,0"
"372019,186009,278198,556400,149730,28793,32966.500000,10,5,4,1,1,3,0"
"394701,197349,292996,586000,213539,29543,35309.500000,10,5,4,1,1,6,0"
"164106,82052,141198,282400,73603,14138,20672.500000,10,4,4,1,1,3,0"
"130969,65483,164997,330000,77502,16503,18481.000000,10,5,4,1,1,6,0"
"153617,76808,132498,265000,113708,13251,13397.500000,10,5,4,1,1,3,0"
"318355,159176,260997,522000,110336,26458,33964.000000,10,4,4,1,1,6,0"
"139296,69647,127898,255800,100111,12790,12820.000000,10,6,4,1,1,3,0"
"223364,111682,190298,380600,67944,19776,34958.000000,10,5,4,1,1,3,0"
"151473,75735,136797,273600,105177,13853,16221.500000,10,5,4,1,1,6,0"
"229297,114647,225597,451200,110819,22572,24155.500000,10,5,4,1,1,3,0"
"164535,82266,118196,236400,85265,11821,11958.000000,10,5,4,1,1,3,0"
"112954,56476,108999,218000,61370,10910,15515.500000,10,5,4,1,1,3,0"
"153711,76854,174397,348800,83725,17517,22800.500000,10,4,4,1,1,6,0"
"148654,74326,109498,219000,77566,10951,11006.500000,10,4,4,1,1,3,0"
"330462,165229,239396,478800,254647,23941,24662.000000,10,5,4,1,1,6,0"
"150835,75416,111997,224000,103457,11212,11661.000000,10,4,4,1,1,3,0"
"82713,41356,101198,202400,62317,10120,11226.500000,10,5,4,1,1,6,0"
"311614,155806,282299,564600,207508,28448,30519.500000,10,4,4,1,1,3,0"
"198416,99207,152098,304200,119123,15236,15480.000000,10,4,4,1,1,6,0"
