MaxMakespan,MinMakespan,MinWorkload,MaxWorkload,MaxWCET,MinWCET,MedianWCET,NumNodes,MaxParallel,CriticalPath,AvgInDegree,AvgOutDegree,CoreNum,IsAnomaly
142041,71018,131794,263600,90350,8237,8341.500000,16,7,4,2,2,3,0
137038,68518,125897,251800,102416,5722,5726.500000,22,11,4,2,2,3,0
381554,190775,281498,563000,246505,23458,23818.000000,12,5,4,1,1,3,0
269750,134875,267298,534600,169830,26730,29778.000000,10,5,4,1,1,3,0
106154,53077,114699,229400,63862,8192,8242.000000,14,6,4,1,1,3,0
125898,62948,132998,266000,82930,13300,14979.000000,10,4,4,1,1,3,0
304437,152218,250197,500400,165351,13900,13904.000000,18,8,4,2,2,3,0
151803,75900,190097,380200,99620,15841,16875.000000,12,6,4,1,1,3,0
243570,121784,261798,523600,128386,16362,17226.000000,16,7,4,1,1,3,0
254262,127130,185597,371200,142013,9280,9309.000000,20,9,4,2,2,3,0
335523,167760,237397,474800,222770,23740,23864.000000,10,4,4,1,1,3,0
231478,115738,203898,407800,87190,17150,26913.500000,12,5,4,1,1,3,0
232290,116144,186198,372400,148378,18785,26846.500000,10,4,4,1,1,3,0
187665,93832,205697,411400,116886,17141,17192.500000,12,6,3,1,1,3,0
147628,73813,185297,370600,122292,8422,8422.000000,22,10,4,2,2,3,0
164337,82168,145798,291600,72474,14582,14946.000000,10,5,4,1,1,3,0
134361,67178,159997,320000,53682,8000,8874.000000,20,9,4,2,2,3,0
244296,122146,223795,447600,170395,15985,16003.500000,14,7,4,1,1,3,0
296438,148217,250995,502000,197859,21010,22418.000000,12,5,4,1,1,3,0
100152,50074,113395,226800,61407,7087,7143.000000,16,7,4,1,1,3,0
187521,93759,146397,292800,115590,12200,12420.500000,12,5,4,1,1,3,0
185834,92915,145897,291800,106341,14595,16754.500000,10,5,4,1,1,3,0
196202,98100,153198,306400,104730,10942,10943.000000,14,6,4,1,1,3,0
151492,75744,108595,217200,108450,6033,6044.500000,18,8,4,2,2,3,0
269290,134643,248594,497200,189200,15537,15553.000000,16,8,4,1,1,3,0
121957,60977,148694,297400,57657,7435,7495.500000,20,9,4,2,2,3,0
213064,106530,153697,307400,160129,12810,13004.500000,12,5,4,1,1,3,0
172888,86442,214392,428800,133899,9745,9801.500000,22,10,4,2,2,3,0
192005,96002,179997,360000,94173,18041,28205.500000,10,4,4,1,1,3,0
90977,45487,103895,207800,40113,7425,8203.000000,14,7,4,1,1,3,0
100032,50015,102496,205000,52152,5694,6544.500000,18,8,4,2,2,3,0
221448,110721,222692,445400,163141,11135,11136.000000,20,9,4,2,2,3,0
140486,70242,109698,219400,101141,6856,6863.000000,16,7,4,2,2,3,0
279399,139698,272296,544600,208101,22691,23510.000000,12,5,4,1,1,3,0
