MaxMakespan,MinMakespan,MinWorkload,MaxWorkload,MaxWCET,MinWCET,MedianWCET,NumNodes,MaxParallel,CriticalPath,AvgInDegree,AvgOutDegree,CoreNum,IsAnomaly,Par,Cri,WCRT,Advantage
533305,266652,635245,1270500,134620,2762,28213.000000,30,7,6,2,2,9,0,7,6,533305,0.000000
253294,126645,369741,739500,86501,171,19737.000000,30,7,6,2,2,9,0,7,6,253294,0.000000
185428,92712,290242,580500,68037,152,12551.000000,30,8,6,3,3,9,0,7,6,185428,0.000000
489893,244946,487243,974500,184166,815,18916.000000,30,7,6,2,2,9,0,7,6,489893,0.000000
513711,256853,723993,1448000,121991,2148,39143.500000,30,8,6,2,2,9,0,7,6,513711,0.000000
528165,264081,715992,1432000,203680,2761,31866.500000,30,9,6,2,2,9,0,7,6,528165,0.000000
437473,218735,714992,1430000,138189,1744,39396.500000,30,8,6,2,2,9,0,7,6,496639,13.530000
368289,184143,635240,1270500,103955,347,35507.000000,30,7,6,2,2,9,0,7,6,368289,0.000000
157588,78793,277992,556000,64193,19,12179.500000,30,8,6,2,2,9,0,7,6,157588,0.000000
305145,152571,375741,751500,127712,1175,17624.500000,30,8,6,2,2,9,0,7,6,305145,0.000000
277931,138964,333242,666500,174785,519,14849.000000,30,7,6,2,2,9,0,7,6,277931,0.000000
256945,128469,260989,522000,99581,189,9142.000000,37,6,9,2,2,9,0,5,9,256945,0.000000
474387,237192,591741,1183500,202642,2683,19449.500000,30,7,6,2,2,9,0,7,6,474387,0.000000
390979,195488,426491,853000,105793,398,16471.000000,37,7,9,2,2,9,0,5,9,390979,0.000000
299007,149501,407988,816000,89894,929,14107.000000,37,7,9,2,2,9,0,5,9,299007,0.000000
417154,208574,483740,967500,172229,749,19401.000000,37,7,9,2,2,9,0,5,9,417154,0.000000
418348,209171,457490,915000,98969,222,18837.000000,37,6,9,2,2,9,0,5,9,418348,0.000000
357227,178611,514990,1030000,74284,310,15411.000000,37,7,9,2,2,9,0,5,9,357227,0.000000
613724,306860,707245,1414500,382081,798,44517.000000,17,6,5,1,1,9,0,5,5,613724,0.000000
316352,158175,260996,522000,156277,1437,18002.000000,17,6,5,2,2,9,0,5,5,316352,0.000000
343385,171691,426497,853000,164407,1850,36774.000000,17,6,5,2,2,9,0,5,5,343385,0.000000
513217,256606,729489,1459000,155794,750,26492.000000,37,6,8,2,2,9,0,5,9,513217,0.000000
481670,240833,499492,999000,144004,458,17321.000000,37,7,9,2,2,9,0,5,9,481670,0.000000
591961,295978,635239,1270500,164218,43,24557.000000,37,6,9,2,2,9,0,5,9,591961,0.000000
311296,155646,369741,739500,81673,730,12641.000000,37,7,9,2,2,9,0,5,9,311296,0.000000
248607,124300,290242,580500,50465,632,12568.000000,37,7,8,2,2,9,0,5,9,248607,0.000000
393207,196601,487240,974500,92422,1635,17480.000000,37,6,9,2,2,9,0,5,9,393207,0.000000
622927,311461,723990,1448000,153719,331,21317.000000,37,6,9,2,2,9,0,5,9,622927,0.000000
718511,359254,715992,1432000,150475,588,20415.000000,37,7,9,2,2,9,0,5,9,718511,0.000000
343319,171657,469993,940000,174213,1686,26018.000000,23,7,5,2,2,7,0,7,5,398280,16.010000
565074,282536,714993,1430000,166942,477,23190.000000,37,7,9,2,2,9,0,5,9,565074,0.000000
603498,301747,707242,1414500,421979,1710,27779.000000,23,7,5,2,2,7,0,7,5,655829,8.680000
543982,271988,635239,1270500,129915,827,27983.000000,37,6,9,2,2,9,0,5,9,543982,0.000000
262818,131406,277991,556000,47553,796,11440.000000,37,6,9,2,2,9,0,5,9,262818,0.000000
339770,169883,375741,751500,108812,322,10307.000000,37,6,8,2,2,9,0,5,9,339770,0.000000
573480,286738,707245,1414500,225671,8883,67794.000000,17,5,5,1,1,7,0,5,5,573480,0.000000
215591,107795,260997,522000,76937,1046,26564.000000,17,7,5,2,2,7,0,5,5,215591,0.000000
489312,244655,426495,853000,200400,1547,35389.000000,17,6,5,2,2,7,0,5,5,489312,0.000000
537416,268707,407996,816000,236627,2149,27386.000000,17,6,5,2,2,7,0,5,5,537416,0.000000
267917,133956,333242,666500,134452,61,11213.000000,37,8,9,2,2,9,0,5,9,267917,0.000000
455726,227861,483744,967500,187344,1316,39301.000000,17,6,5,2,2,7,0,5,5,455726,0.000000
526526,263262,457497,915000,166401,1168,34505.000000,17,6,5,2,2,7,0,5,5,526526,0.000000
548007,274002,514996,1030000,234754,2519,48393.000000,17,5,5,1,1,7,0,5,5,548007,0.000000
578407,289202,729496,1459000,181607,11697,96764.000000,17,6,5,1,1,7,0,5,5,578407,0.000000
361415,180706,499494,999000,116604,2844,54197.000000,17,6,5,2,2,7,0,5,5,361415,0.000000
